3.010000 0.885294  8.950011  -177.627405  177.627405
3.020000 0.888235  8.440299  -169.047185  169.047185
3.030000 0.891176  7.955210  -160.880408  160.880408
3.040000 0.894118  7.493559  -153.106429  153.106429
3.050000 0.897059  7.054218  -145.705682  145.705682
3.060000 0.900000  6.636119  -138.659624  138.659624
3.070000 0.902941  6.238243  -131.950675  131.950675
3.080000 0.905882  5.859624  -125.562170  125.562170
3.090000 0.908824  5.499344  -119.478305  119.478305
3.100000 0.911765  5.156527  -113.684091  113.684091
3.110000 0.914706  4.830344  -108.165313  108.165313
3.120000 0.917647  4.520004  -102.908484  102.908484
3.130000 0.920588  4.224755  -97.900808  97.900808
3.140000 0.923529  3.943884  -93.130142  93.130142
3.150000 0.926471  3.676710  -88.584961  88.584961
3.160000 0.929412  3.422586  -84.254327  84.254327
3.170000 0.932353  3.180896  -80.127854  80.127854
3.180000 0.935294  2.951055  -76.195681  76.195681
3.190000 0.938235  2.732505  -72.448446  72.448446
3.200000 0.941176  2.524715  -68.877253  68.877253
3.210000 0.944118  2.327180  -65.473657  65.473657
3.220000 0.947059  2.139419  -62.229632  62.229632
3.230000 0.950000  1.960975  -59.137553  59.137553
3.240000 0.952941  1.791410  -56.190174  56.190174
3.250000 0.955882  1.630309  -53.380610  53.380610
3.260000 0.958824  1.477277  -50.702314  50.702314
3.270000 0.961765  1.331938  -48.149065  48.149065
3.280000 0.964706  1.193931  -45.714947  45.714947
3.290000 0.967647  1.062915  -43.394334  43.394334
3.300000 0.970588  0.938564  -41.181879  41.181879
3.310000 0.973529  0.820568  -39.072491  39.072491
3.320000 0.976471  0.708630  -37.061332  37.061332
3.330000 0.979412  0.602468  -35.143798  35.143798
3.340000 0.982353  0.501814  -33.315508  33.315508
3.350000 0.985294  0.406411  -31.572293  31.572293
3.360000 0.988235  0.316015  -29.910187  29.910187
3.370000 0.991176  0.230393  -28.325413  28.325413
3.380000 0.994118  0.149323  -26.814378  26.814378
3.390000 0.997059  0.072592  -25.373659  25.373659
3.400000 1.000000  0.000000  -24.000000  24.000000
3.410000 1.002941  -0.068647  -22.690298  22.690298
3.420000 1.005882  -0.133532  -21.441598  21.441598
3.430000 1.008824  -0.194831  -20.251087  20.251087
3.440000 1.011765  -0.252711  -19.116086  19.116086
3.450000 1.014706  -0.307330  -18.034040  18.034040
3.460000 1.017647  -0.358843  -17.002519  17.002519
3.470000 1.020588  -0.407393  -16.019203  16.019203
3.480000 1.023529  -0.453118  -15.081884  15.081884
3.490000 1.026471  -0.496153  -14.188458  14.188458
3.500000 1.029412  -0.536621  -13.336919  13.336919
3.510000 1.032353  -0.574644  -12.525355  12.525355
3.520000 1.035294  -0.610337  -11.751942  11.751942
3.530000 1.038235  -0.643809  -11.014942  11.014942
3.540000 1.041176  -0.675165  -10.312700  10.312700
3.550000 1.044118  -0.704504  -9.643633  9.643633
3.560000 1.047059  -0.731923  -9.006237  9.006237
3.570000 1.050000  -0.757512  -8.399073  8.399073
3.580000 1.052941  -0.781358  -7.820771  7.820771
3.590000 1.055882  -0.803543  -7.270023  7.270023
3.600000 1.058824  -0.824148  -6.745581  6.745581
3.610000 1.061765  -0.843248  -6.246257  6.246257
3.620000 1.064706  -0.860915  -5.770913  5.770913
3.630000 1.067647  -0.877217  -5.318467  5.318467
3.640000 1.070588  -0.892221  -4.887884  4.887884
3.650000 1.073529  -0.905990  -4.478178  4.478178
3.660000 1.076471  -0.918583  -4.088406  4.088406
3.670000 1.079412  -0.930058  -3.717670  3.717670
3.680000 1.082353  -0.940469  -3.365111  3.365111
3.690000 1.085294  -0.949870  -3.029910  3.029910
3.700000 1.088235  -0.958309  -2.711284  2.711284
3.710000 1.091176  -0.965834  -2.408487  2.408487
3.720000 1.094118  -0.972491  -2.120806  2.120806
3.730000 1.097059  -0.978323  -1.847559  1.847559
3.740000 1.100000  -0.983372  -1.588095  1.588095
3.750000 1.102941  -0.987678  -1.341795  1.341795
3.760000 1.105882  -0.991278  -1.108064  1.108064
3.770000 1.108824  -0.994208  -0.886335  0.886335
3.780000 1.111765  -0.996503  -0.676068  0.676068
3.790000 1.114706  -0.998195  -0.476745  0.476745
3.800000 1.117647  -0.999317  -0.287872  0.287872
3.810000 1.120588  -0.999898  -0.108977  0.108977
3.820000 1.123529  -0.999968  0.060390  -0.060390
3.830000 1.126471  -0.999552  0.220662  -0.220662
3.840000 1.129412  -0.998678  0.372249  -0.372249
3.850000 1.132353  -0.997371  0.515545  -0.515545
3.860000 1.135294  -0.995653  0.650927  -0.650927
3.870000 1.138235  -0.993549  0.778753  -0.778753
3.880000 1.141176  -0.991079  0.899367  -0.899367
3.890000 1.144118  -0.988265  1.013097  -1.013097
3.900000 1.147059  -0.985127  1.120257  -1.120257
3.910000 1.150000  -0.981682  1.221147  -1.221147
3.920000 1.152941  -0.977949  1.316054  -1.316054
3.930000 1.155882  -0.973946  1.405251  -1.405251
3.940000 1.158824  -0.969688  1.489001  -1.489001
3.950000 1.161765  -0.965192  1.567554  -1.567554
3.960000 1.164706  -0.960472  1.641150  -1.641150
3.970000 1.167647  -0.955543  1.710017  -1.710017
3.980000 1.170588  -0.950418  1.774374  -1.774374
3.990000 1.173529  -0.945110  1.834430  -1.834430
4.000000 1.176471  -0.939631  1.890386  -1.890386
4.010000 1.179412  -0.933994  1.942433  -1.942433
4.020000 1.182353  -0.928209  1.990753  -1.990753
4.030000 1.185294  -0.922287  2.035522  -2.035522
4.040000 1.188235  -0.916238  2.076906  -2.076906
4.050000 1.191176  -0.910073  2.115066  -2.115066
4.060000 1.194118  -0.903800  2.150154  -2.150154
4.070000 1.197059  -0.897428  2.182317  -2.182317
4.080000 1.200000  -0.890965  2.211693  -2.211693
4.090000 1.202941  -0.884420  2.238418  -2.238418
4.100000 1.205882  -0.877801  2.262618  -2.262618
4.110000 1.208824  -0.871113  2.284416  -2.284416
4.120000 1.211765  -0.864365  2.303928  -2.303928
4.130000 1.214706  -0.857563  2.321266  -2.321266
4.140000 1.217647  -0.850713  2.336538  -2.336538
4.150000 1.220588  -0.843820  2.349844  -2.349844
4.160000 1.223529  -0.836892  2.361284  -2.361284
4.170000 1.226471  -0.829932  2.370949  -2.370949
4.180000 1.229412  -0.822947  2.378930  -2.378930
4.190000 1.232353  -0.815940  2.385311  -2.385311
4.200000 1.235294  -0.808917  2.390175  -2.390175
4.210000 1.238235  -0.801882  2.393599  -2.393599
4.220000 1.241176  -0.794838  2.395657  -2.395657
4.230000 1.244118  -0.787791  2.396421  -2.396421
4.240000 1.247059  -0.780743  2.395960  -2.395960
4.250000 1.250000  -0.773698  2.394337  -2.394337
4.260000 1.252941  -0.766660  2.391616  -2.391616
4.270000 1.255882  -0.759631  2.387855  -2.387855
4.280000 1.258824  -0.752614  2.383112  -2.383112
4.290000 1.261765  -0.745613  2.377441  -2.377441
4.300000 1.264706  -0.738630  2.370894  -2.370894
4.310000 1.267647  -0.731668  2.363520  -2.363520
4.320000 1.270588  -0.724728  2.355366  -2.355366
4.330000 1.273529  -0.717813  2.346479  -2.346479
4.340000 1.276471  -0.710926  2.336900  -2.336900
4.350000 1.279412  -0.704068  2.326672  -2.326672
4.360000 1.282353  -0.697240  2.315834  -2.315834
4.370000 1.285294  -0.690446  2.304423  -2.304423
4.380000 1.288235  -0.683685  2.292475  -2.292475
4.390000 1.291176  -0.676961  2.280025  -2.280025
4.400000 1.294118  -0.670274  2.267105  -2.267105
4.410000 1.297059  -0.663625  2.253747  -2.253747
4.420000 1.300000  -0.657017  2.239980  -2.239980
4.430000 1.302941  -0.650449  2.225833  -2.225833
4.440000 1.305882  -0.643924  2.211333  -2.211333
4.450000 1.308824  -0.637442  2.196506  -2.196506
4.460000 1.311765  -0.631004  2.181376  -2.181376
4.470000 1.314706  -0.624611  2.165968  -2.165968
4.480000 1.317647  -0.618263  2.150303  -2.150303
4.490000 1.320588  -0.611962  2.134403  -2.134403
4.500000 1.323529  -0.605708  2.118288  -2.118288
4.510000 1.326471  -0.599502  2.101978  -2.101978
4.520000 1.329412  -0.593344  2.085492  -2.085492
4.530000 1.332353  -0.587234  2.068846  -2.068846
4.540000 1.335294  -0.581174  2.052057  -2.052057
4.550000 1.338235  -0.575163  2.035143  -2.035143
4.560000 1.341176  -0.569203  2.018117  -2.018117
4.570000 1.344118  -0.563292  2.000994  -2.000994
4.580000 1.347059  -0.557432  1.983788  -1.983788
4.590000 1.350000  -0.551623  1.966512  -1.966512
4.600000 1.352941  -0.545865  1.949178  -1.949178
4.610000 1.355882  -0.540157  1.931799  -1.931799
4.620000 1.358824  -0.534501  1.914385  -1.914385
4.630000 1.361765  -0.528896  1.896946  -1.896946
4.640000 1.364706  -0.523343  1.879494  -1.879494
4.650000 1.367647  -0.517840  1.862038  -1.862038
4.660000 1.370588  -0.512389  1.844586  -1.844586
4.670000 1.373529  -0.506990  1.827147  -1.827147
4.680000 1.376471  -0.501641  1.809729  -1.809729
4.690000 1.379412  -0.496344  1.792341  -1.792341
4.700000 1.382353  -0.491098  1.774989  -1.774989
4.710000 1.385294  -0.485903  1.757680  -1.757680
4.720000 1.388235  -0.480759  1.740421  -1.740421
4.730000 1.391176  -0.475665  1.723217  -1.723217
4.740000 1.394118  -0.470622  1.706075  -1.706075
4.750000 1.397059  -0.465630  1.689000  -1.689000
4.760000 1.400000  -0.460687  1.671997  -1.671997
4.770000 1.402941  -0.455794  1.655071  -1.655071
4.780000 1.405882  -0.450951  1.638226  -1.638226
4.790000 1.408824  -0.446157  1.621467  -1.621467
4.800000 1.411765  -0.441413  1.604798  -1.604798
4.810000 1.414706  -0.436717  1.588222  -1.588222
4.820000 1.417647  -0.432070  1.571743  -1.571743
4.830000 1.420588  -0.427472  1.555365  -1.555365
4.840000 1.423529  -0.422921  1.539089  -1.539089
4.850000 1.426471  -0.418418  1.522919  -1.522919
4.860000 1.429412  -0.413963  1.506858  -1.506858
4.870000 1.432353  -0.409554  1.490908  -1.490908
4.880000 1.435294  -0.405193  1.475072  -1.475072
4.890000 1.438235  -0.400877  1.459350  -1.459350
4.900000 1.441176  -0.396608  1.443746  -1.443746
4.910000 1.444118  -0.392384  1.428261  -1.428261
4.920000 1.447059  -0.388206  1.412897  -1.412897
4.930000 1.450000  -0.384073  1.397654  -1.397654
4.940000 1.452941  -0.379985  1.382535  -1.382535
4.950000 1.455882  -0.375941  1.367541  -1.367541
4.960000 1.458824  -0.371940  1.352672  -1.352672
4.970000 1.461765  -0.367983  1.337929  -1.337929
4.980000 1.464706  -0.364070  1.323314  -1.323314
4.990000 1.467647  -0.360199  1.308827  -1.308827
5.000000 1.470588  -0.356371  1.294469  -1.294469
5.010000 1.473529  -0.352585  1.280239  -1.280239
5.020000 1.476471  -0.348840  1.266139  -1.266139
5.030000 1.479412  -0.345137  1.252170  -1.252170
5.040000 1.482353  -0.341474  1.238330  -1.238330
5.050000 1.485294  -0.337852  1.224620  -1.224620
5.060000 1.488235  -0.334270  1.211041  -1.211041
5.070000 1.491176  -0.330728  1.197593  -1.197593
5.080000 1.494118  -0.327225  1.184275  -1.184275
5.090000 1.497059  -0.323762  1.171087  -1.171087
5.100000 1.500000  -0.320337  1.158029  -1.158029
5.110000 1.502941  -0.316950  1.145101  -1.145101
5.120000 1.505882  -0.313601  1.132302  -1.132302
5.130000 1.508824  -0.310289  1.119633  -1.119633
5.140000 1.511765  -0.307014  1.107093  -1.107093
5.150000 1.514706  -0.303777  1.094681  -1.094681
5.160000 1.517647  -0.300575  1.082396  -1.082396
5.170000 1.520588  -0.297409  1.070240  -1.070240
5.180000 1.523529  -0.294279  1.058210  -1.058210
5.190000 1.526471  -0.291184  1.046306  -1.046306
5.200000 1.529412  -0.288124  1.034528  -1.034528
5.210000 1.532353  -0.285099  1.022875  -1.022875
5.220000 1.535294  -0.282107  1.011346  -1.011346
5.230000 1.538235  -0.279150  0.999941  -0.999941
5.240000 1.541176  -0.276225  0.988659  -0.988659
5.250000 1.544118  -0.273334  0.977498  -0.977498
5.260000 1.547059  -0.270475  0.966459  -0.966459
5.270000 1.550000  -0.267649  0.955540  -0.955540
5.280000 1.552941  -0.264854  0.944741  -0.944741
5.290000 1.555882  -0.262091  0.934061  -0.934061
5.300000 1.558824  -0.259360  0.923499  -0.923499
5.310000 1.561765  -0.256659  0.913053  -0.913053
5.320000 1.564706  -0.253989  0.902724  -0.902724
5.330000 1.567647  -0.251349  0.892510  -0.892510
5.340000 1.570588  -0.248738  0.882410  -0.882410
5.350000 1.573529  -0.246158  0.872424  -0.872424
5.360000 1.576471  -0.243606  0.862550  -0.862550
5.370000 1.579412  -0.241084  0.852787  -0.852787
5.380000 1.582353  -0.238590  0.843135  -0.843135
5.390000 1.585294  -0.236124  0.833592  -0.833592
5.400000 1.588235  -0.233686  0.824158  -0.824158
5.410000 1.591176  -0.231276  0.814832  -0.814832
5.420000 1.594118  -0.228893  0.805612  -0.805612
5.430000 1.597059  -0.226537  0.796498  -0.796498
5.440000 1.600000  -0.224208  0.787488  -0.787488
5.450000 1.602941  -0.221905  0.778582  -0.778582
5.460000 1.605882  -0.219628  0.769779  -0.769779
5.470000 1.608824  -0.217376  0.761077  -0.761077
5.480000 1.611765  -0.215151  0.752476  -0.752476
5.490000 1.614706  -0.212950  0.743975  -0.743975
5.500000 1.617647  -0.210774  0.735572  -0.735572
5.510000 1.620588  -0.208623  0.727267  -0.727267
5.520000 1.623529  -0.206496  0.719059  -0.719059
5.530000 1.626471  -0.204393  0.710947  -0.710947
5.540000 1.629412  -0.202314  0.702929  -0.702929
5.550000 1.632353  -0.200258  0.695005  -0.695005
5.560000 1.635294  -0.198226  0.687173  -0.687173
5.570000 1.638235  -0.196216  0.679434  -0.679434
5.580000 1.641176  -0.194229  0.671785  -0.671785
5.590000 1.644118  -0.192264  0.664226  -0.664226
5.600000 1.647059  -0.190322  0.656756  -0.656756
5.610000 1.650000  -0.188401  0.649373  -0.649373
5.620000 1.652941  -0.186502  0.642078  -0.642078
5.630000 1.655882  -0.184624  0.634869  -0.634869
5.640000 1.658824  -0.182767  0.627744  -0.627744
5.650000 1.661765  -0.180931  0.620704  -0.620704
5.660000 1.664706  -0.179116  0.613747  -0.613747
5.670000 1.667647  -0.177321  0.606873  -0.606873
5.680000 1.670588  -0.175546  0.600079  -0.600079
5.690000 1.673529  -0.173791  0.593366  -0.593366
5.700000 1.676471  -0.172055  0.586733  -0.586733
5.710000 1.679412  -0.170339  0.580178  -0.580178
5.720000 1.682353  -0.168643  0.573701  -0.573701
5.730000 1.685294  -0.166965  0.567300  -0.567300
5.740000 1.688235  -0.165305  0.560976  -0.560976
5.750000 1.691176  -0.163665  0.554727  -0.554727
5.760000 1.694118  -0.162042  0.548551  -0.548551
5.770000 1.697059  -0.160438  0.542450  -0.542450
5.780000 1.700000  -0.158851  0.536420  -0.536420
5.790000 1.702941  -0.157282  0.530463  -0.530463
5.800000 1.705882  -0.155731  0.524576  -0.524576
5.810000 1.708824  -0.154197  0.518759  -0.518759
5.820000 1.711765  -0.152679  0.513011  -0.513011
5.830000 1.714706  -0.151179  0.507332  -0.507332
5.840000 1.717647  -0.149695  0.501720  -0.501720
5.850000 1.720588  -0.148227  0.496174  -0.496174
5.860000 1.723529  -0.146776  0.490695  -0.490695
5.870000 1.726471  -0.145341  0.485281  -0.485281
5.880000 1.729412  -0.143921  0.479931  -0.479931
5.890000 1.732353  -0.142518  0.474645  -0.474645
5.900000 1.735294  -0.141129  0.469422  -0.469422
5.910000 1.738235  -0.139756  0.464261  -0.464261
5.920000 1.741176  -0.138398  0.459161  -0.459161
5.930000 1.744118  -0.137055  0.454122  -0.454122
5.940000 1.747059  -0.135727  0.449142  -0.449142
5.950000 1.750000  -0.134413  0.444222  -0.444222
5.960000 1.752941  -0.133114  0.439360  -0.439360
5.970000 1.755882  -0.131829  0.434556  -0.434556
5.980000 1.758824  -0.130558  0.429809  -0.429809
5.990000 1.761765  -0.129300  0.425119  -0.425119
6.000000 1.764706  -0.128057  0.420484  -0.420484
6.010000 1.767647  -0.126827  0.415903  -0.415903
6.020000 1.770588  -0.125610  0.411378  -0.411378
6.030000 1.773529  -0.124407  0.406906  -0.406906
6.040000 1.776471  -0.123217  0.402486  -0.402486
